category,style,color,waist_type,thickness,type_version,length,matching_id,url,model,id
裤装,休闲裤,棕色,正常,薄,正常,长裤,52183,http://item.yohobuy.com/product/pro_380775_485479/HASOQianZongSeGongZhuangBeiDaiKu3J11613.html,背带裤,57f7ca7df90a8310f062aa00
裤装,短裤,蓝色,正常,中,正常,短裤,52173,http://item.yohobuy.com/product/pro_462830_580942/KORAKUBLUEShuiXiChiErDanNingDuanKuS60B.html,,57f7ca7df90a8310f062aa06
裤装,休闲裤,棕色,正常,中,正常,长裤,52125,http://item.yohobuy.com/product/pro_236617_310963/THETHINGPinJieXiaoZhiTongXiuXianKu1530720111.html,,57f7ca7df90a8310f062aa05
裤装,休闲裤,蓝色,正常,薄,正常,9分裤,52225,http://item.yohobuy.com/product/pro_451572_567814/TMCAZTMCAZP58WeiDanZhiTongGongZhuangJiuFenKuCangQingSe.html,工装裤,57f7ca7ef90a8310f062aa08
裤装,休闲裤,,正常,中,正常,9分裤,52205,http://item.yohobuy.com/product/pro_496974_621570/RANDOMEVENTJunLvSeZhongXiShuiGongZhuang9FenKuRDET16SSV31611.html,,57f7ca7ef90a8310f062aa09
裤装,短裤,灰色,正常,薄,正常,短裤,52503,http://item.yohobuy.com/product/pro_479490_600894/MADNESSMONOGRAMSWEATSHORTTSPSWEATD006_HG.html,,57f7ca7ff90a8310f062aa0b
裤装,短裤,蓝色,,,,,52527,http://item.yohobuy.com/product/pro_374599_477325/HALFGIRLNiuZaiDuanKuHGA602JS15.html,,57f7ca80f90a8310f062aa0c
裤装,短裤,,正常,薄,正常,短裤,52233,http://item.yohobuy.com/product/pro_506664_632468/GuiXiDeCeLianHuaLongMiCaiNiuZaiDuanKu6J053673.html,,57f7ca80f90a8310f062aa10
裤装,休闲裤,灰色,正常,中,正常,7分裤,52111,http://item.yohobuy.com/product/pro_374755_477519/LIFEAFTERLIFEXiuXianQiFenKuLALA6027P132.html,,57f7ca82f90a8310f062aa15
裤装,短裤,蓝色,,,,,51983,http://item.yohobuy.com/product/pro_371681_473701/IMPROPERNiuZaiDuanKuIMPA602JS36.html,,57f7ca84f90a8310f062aa1a
裤装,短裤,黑色,,,,,52387,http://item.yohobuy.com/product/pro_417933_529577/FNTYFN1612001KuZi.html,,57f7ca85f90a8310f062aa1b
裤装,短裤,,正常,薄,正常,短裤,52101,http://item.yohobuy.com/product/pro_344161_441305/LEVIWuS236790004DuanKu.html,,57f7ca86f90a8310f062aa1e
裤装,休闲裤,蓝色,正常,中,正常,7分裤,51981,http://item.yohobuy.com/product/pro_275073_355223/LALA5047P123.html,,57f7ca85f90a8310f062aa1c
裤装,休闲裤,绿色,正常,,束脚,长裤,52515,http://item.yohobuy.com/product/pro_506422_632226/FURYANIMALSXiuXianKu200274.html,束口裤,57f7ca86f90a8310f062aa1f
裤装,短裤,黑色,正常,薄,宽松,短裤,51795,http://item.yohobuy.com/product/pro_467760_586720/FNTYDuanKuFN1621008.html,沙滩裤,57f7ca87f90a8310f062aa22
裤装,牛仔裤,,低腰,中,正常,长裤,51795,http://item.yohobuy.com/product/pro_364309_463545/GuiXiPoDongXiaoZhiTongNiuZaiKu6B7401.html,,57f7ca87f90a8310f062aa23
裤装,休闲裤,蓝色,正常,中,正常,长裤,51873,http://item.yohobuy.com/product/pro_406355_516093/TOPPORTT6428A01SuoZhiChangKu.html,束口裤,57f7ca89f90a8310f062aa28
裤装,短裤,红色,正常,中,正常,短裤,51885,http://item.yohobuy.com/product/pro_481608_603574/SUBCREWDuanKuCWPTSS16002M.html,工装短裤,57f7ca89f90a8310f062aa29
裤装,休闲裤,灰色,正常,中,正常,9分裤,51951,http://item.yohobuy.com/product/pro_406369_516107/TOPPORTT6430A01ZhenZhiChangKu.html,,57f7ca8bf90a8310f062aa2f
裤装,短裤,灰色,正常,薄,宽松,短裤,51955,http://item.yohobuy.com/product/pro_374853_477761/LIFEAFTERLIFEXiuXianDuanKuLALA602SR152.html,,57f7ca8cf90a8310f062aa34
裤装,短裤,,正常,薄,正常,短裤,51907,http://item.yohobuy.com/product/pro_426731_540313/5CMDuanKu5CXSPB6307U66.html,工装短裤,57f7ca8bf90a8310f062aa2e
裤装,休闲裤,黑色,正常,中,正常,长裤,52499,http://item.yohobuy.com/product/pro_470676_589790/ENSHADOWERYinBiZheSanDaiHeiSeShuJiaoKuEDR0018.html,束口裤,57f7ca8df90a8310f062aa36
裤装,短裤,黑色,正常,中,正常,短裤,51677,http://item.yohobuy.com/product/pro_496960_621556/RANDOMEVENTHeiSeQiZhiXiuHuaZhenZhiDuanKuRDET16SSV31516.html,,57f7ca8ff90a8310f062aa3b
裤装,短裤,红色,正常,薄,正常,短裤,51663,http://item.yohobuy.com/product/pro_86951_128421/DUNKELVOLKDuanKuDKSP14F02.html,,57f7ca8ff90a8310f062aa3c
裤装,短裤,灰色,正常,薄,正常,短裤,51661,http://item.yohobuy.com/product/pro_414433_525683/MYGESMARTXiuXianDuanKuMSA602SR97.html,工装短裤,57f7ca8ff90a8310f062aa3d
裤装,短裤,蓝色,正常,中,正常,短裤,51779,http://item.yohobuy.com/product/pro_478954_600116/CONNIVEDuanKu6DK609.html,,57f7ca90f90a8310f062aa41
裤装,休闲裤,灰色,正常,中,正常,长裤,51763,http://item.yohobuy.com/product/pro_348439_446175/UNDEFEATEDChangKu516100.html,束口裤,57f7ca8ff90a8310f062aa3f
裤装,休闲裤,蓝色,正常,中,正常,长裤,51777,http://item.yohobuy.com/product/pro_345209_442441/OVKLABXiuXianChangKuOVKA601PT44DBL.html,,57f7ca90f90a8310f062aa44
裤装,牛仔裤,蓝色,正常,中,修身,长裤,51665,http://item.yohobuy.com/product/pro_254685_331527/LEEZhuXian703BRETTJinShenDiYaoZhaiJiaoNiuZaiKuLMS703H46898.html,窄脚裤,57f7ca92f90a8310f062aa46
裤装,休闲裤,绿色,正常,中,正常,9分裤,51781,http://item.yohobuy.com/product/pro_312767_402509/LIFEAFTERLIFEXiuXianJiuFenKuLALA6019P81.html,束口裤,57f7ca92f90a8310f062aa47
裤装,短裤,棕色,正常,薄,正常,短裤,51813,http://item.yohobuy.com/product/pro_371267_473071/PREPPYELITEXiuXianDuanKuPEA602SR69.html,沙滩裤,57f7ca92f90a8310f062aa48
裤装,短裤,蓝色,正常,薄,宽松,短裤,51807,http://item.yohobuy.com/product/pro_511764_637942/ANBBRANDANB16SS029DuanKu.html,工装短裤,57f7ca93f90a8310f062aa4c
裤装,休闲裤,黑色,正常,薄,宽松,,51783,http://item.yohobuy.com/product/pro_441146_555530/GENANXXiuXianKuLP2641.html,,57f7ca94f90a8310f062aa4d
裤装,短裤,蓝色,正常,中,正常,短裤,51657,http://item.yohobuy.com/product/pro_455266_572454/EIGHTGUYSXiuXianDuanKuEGMVSR20.html,,57f7ca96f90a8310f062aa4f
裤装,短裤,灰色,正常,中,正常,短裤,51545,http://item.yohobuy.com/product/pro_462918_581030/KISSFUNKHYPERBASICKuaDangDuanKuHuiSeKuanKF16SSHB0104.html,,57f7ca99f90a8310f062aa58
裤装,短裤,黑色,正常,中,正常,短裤,51563,http://item.yohobuy.com/product/pro_504240_629802/QUIKSILVERBOARDSHORTSHuaLangKu621750KVJ6.html,沙滩裤,57f7ca97f90a8310f062aa56
裤装,休闲裤,彩色,正常,中,正常,长裤,51477,http://item.yohobuy.com/product/pro_449622_565800/UNDEFEATEDChangKu516113.html,束口裤,57f7ca9af90a8310f062aa5c
裤装,短裤,蓝色,正常,中,正常,短裤,51379,http://item.yohobuy.com/product/pro_374835_477715/LIFEAFTERLIFEXiuXianDuanKuLALA602SR141.html,,57f7ca9bf90a8310f062aa5e
裤装,短裤,灰色,正常,薄,正常,短裤,51291,http://item.yohobuy.com/product/pro_495116_619600/CREAMSODADuanKuMCSPT005HuiSe.html,沙滩裤,57f7ca9bf90a8310f062aa60
裤装,休闲裤,蓝色,正常,薄,正常,短裤,51393,http://item.yohobuy.com/product/pro_462864_580976/MADNESSMADGIRLCULOTTESDuanKuMDGLCULD001_NV.html,阔腿裤,57f7ca9ef90a8310f062aa69
裤装,短裤,白色,正常,薄,正常,短裤,51653,http://item.yohobuy.com/product/pro_506678_632482/KOYOCPT16S0091NanShiChunSeXiuXianKu.html,工装短裤,57f7ca9ef90a8310f062aa67
裤装,短裤,黑色,正常,薄,宽松,短裤,51387,http://item.yohobuy.com/product/pro_374833_477707/LIFEAFTERLIFEXiuXianDuanKuLALA602SR140.html,,57f7ca9ff90a8310f062aa6d
裤装,牛仔裤,蓝色,正常,中,正常,7分裤,51467,http://item.yohobuy.com/product/pro_275075_355229/LALA5049J129.html,,57f7caa0f90a8310f062aa6f
裤装,短裤,,正常,中,正常,短裤,51381,http://item.yohobuy.com/product/pro_507244_633082/CHRISCHRISTY837131NanShiSongJinDaiChaoLiuChunSeXiuXianDuanKu.html,,57f7ca9ff90a8310f062aa6e
裤装,短裤,,正常,薄,宽松,短裤,50741,http://item.yohobuy.com/product/pro_398383_504949/ANDREACREWJUDOSHORTWAZABLACKBLACK.html,沙滩裤,57f7caa3f90a8310f062aa79
裤装,短裤,灰色,正常,薄,正常,短裤,51487,http://item.yohobuy.com/product/pro_371691_473721/IMPROPERXiuXianDuanKuIMPA602SR32.html,工装短裤,57f7caa1f90a8310f062aa74
裤装,短裤,绿色,正常,薄,正常,短裤,50741,http://item.yohobuy.com/product/pro_458370_575932/KADAKADANiuZaiMaoQuanDuanKuBV16SS02.html,,57f7caa3f90a8310f062aa7a
裤装,短裤,黑色,正常,薄,正常,短裤,50881,http://item.yohobuy.com/product/pro_352015_450015/FLYDDuanKuFLYDA602SR41BKX.html,沙滩裤,57f7caa4f90a8310f062aa7c
裤装,短裤,,正常,薄,正常,短裤,50731,http://item.yohobuy.com/product/pro_446244_561842/IZZUEDuanKuIZXSPN6554U66.html,,57f7caa3f90a8310f062aa78
裤装,休闲裤,黑色,正常,中,正常,7分裤,51113,http://item.yohobuy.com/product/pro_371201_472987/GENANXDuanKuSP12584.html,,57f7caa4f90a8310f062aa7e
裤装,短裤,蓝色,正常,薄,正常,短裤,50885,http://item.yohobuy.com/product/pro_365429_464751/EVISU1ESGMM6SP627XXNanShiZhenZhiDuanKu.html,,57f7caa5f90a8310f062aa84
裤装,短裤,绿色,正常,薄,正常,短裤,50985,http://item.yohobuy.com/product/pro_371255_473053/PREPPYELITEXiuXianDuanKuPEA602SR62.html,沙滩裤,57f7caa4f90a8310f062aa81
裤装,休闲裤,黑色,正常,中,正常,长裤,50705,http://item.yohobuy.com/product/pro_447426_563178/5CMXiuXianKu5CXPTB6706U66.html,束口裤,57f7caa5f90a8310f062aa85
裤装,牛仔裤,蓝色,正常,中,正常,长裤,50707,http://item.yohobuy.com/product/pro_365543_464865/EVISU1ESHTM6JE14917NanShiNiuZaiKu.html,,57f7caa7f90a8310f062aa88
裤装,短裤,,正常,中,正常,短裤,51235,http://item.yohobuy.com/product/pro_398133_504683/JOYRICHXPLAYBOYDuanKu1627212201.html,,57f7caa9f90a8310f062aa8b
裤装,短裤,黑色,正常,中,宽松,短裤,50703,http://item.yohobuy.com/product/pro_293075_375547/STAGEZhenZhiDuanKuA61151006.html,,57f7caa8f90a8310f062aa89
裤装,牛仔裤,黑色,正常,中,正常,长裤,50999,http://item.yohobuy.com/product/pro_342707_439777/KORAKUBLUE686BPoHuaiShuiXiChiErDanNingHeiNiu.html,,57f7caabf90a8310f062aa8f
裤装,牛仔裤,黑色,正常,中,正常,长裤,50677,http://item.yohobuy.com/product/pro_479886_601322/HASO2016XinKuanNanShiHeiSeZhiTongXiuXianBeiDaiChangKu3J31617.html,背带裤,57f7caabf90a8310f062aa8e
裤装,短裤,棕色,正常,中,正常,短裤,50871,http://item.yohobuy.com/product/pro_486612_609350/JOKESTERDuanKu1606018.html,,57f7caabf90a8310f062aa90
裤装,短裤,灰色,正常,薄,正常,短裤,50717,http://item.yohobuy.com/product/pro_371687_473711/IMPROPERXiuXianDuanKuIMPA602SR30.html,工装短裤,57f7caabf90a8310f062aa91
裤装,牛仔裤,黑色,正常,薄,正常,长裤,51051,http://item.yohobuy.com/product/pro_221631_293107/BLACKSCALEPANTSBSDWP002BLACK.html,直筒裤,57f7caacf90a8310f062aa92
裤装,休闲裤,绿色,正常,厚,正常,长裤,51001,http://item.yohobuy.com/product/pro_296457_379727/STROLLERSRBT15022BTeHouShuangJingXieJunShiBeiKeChangKuXiShui.html,,57f7caadf90a8310f062aa96
裤装,短裤,黑色,正常,薄,正常,短裤,50825,http://item.yohobuy.com/product/pro_388741_494635/FLOATULINEDuoGongNengDaKouDaiChunMianDuanKu16UL15.html,,57f7caaff90a8310f062aa9c
裤装,短裤,蓝色,,,,,51189,http://item.yohobuy.com/product/pro_361917_460939/DOPEPLUSKXiuXianDuanKuDPKA601SR42.html,,57f7caacf90a8310f062aa94
裤装,短裤,绿色,正常,中,正常,短裤,50843,http://item.yohobuy.com/product/pro_499484_624342/JOKESTERDuanKu1605016.html,,57f7caaef90a8310f062aa9a
裤装,休闲裤,黑色,正常,薄,正常,长裤,50455,http://item.yohobuy.com/product/pro_372401_474727/INTOTHERAINBOWXiuXianChangKuITRA602PT98.html,,57f7caaff90a8310f062aa9e
裤装,短裤,黑色,正常,中,正常,短裤,50913,http://item.yohobuy.com/product/pro_486622_609362/JOKESTERDuanKu1605012.html,,57f7cab0f90a8310f062aa9f
裤装,短裤,蓝色,正常,薄,正常,超短,51235,http://item.yohobuy.com/product/pro_372505_474931/MYGESMARTMSA602SR60XiuXianDuanKu.html,工装短裤,57f7cab0f90a8310f062aaa1
裤装,短裤,蓝色,正常,薄,宽松,短裤,50703,http://item.yohobuy.com/product/pro_296217_379401/STAGEZhenZhiDuanKuO61151001.html,,57f7cab1f90a8310f062aaa6
裤装,短裤,,正常,薄,正常,短裤,50687,http://item.yohobuy.com/product/pro_427137_540753/IZZUEDuanKuIZXSPR6708U66.html,,57f7cab2f90a8310f062aaa7
裤装,休闲裤,黑色,正常,薄,修身,长裤,50623,http://item.yohobuy.com/product/pro_498318_622996/JASONWOODNanXiuXianKu261118212HeiSe.html,,57f7cab3f90a8310f062aaa9
裤装,短裤,,正常,,修身,短裤,50619,http://item.yohobuy.com/product/pro_195589_262685/IZZUEIZXSPML6602XXDuanKu.html,,57f7cab3f90a8310f062aaa8
裤装,短裤,黑色,正常,薄,宽松,短裤,50703,http://item.yohobuy.com/product/pro_293059_375517/STAGEZhenZhiDuanKuA61151009.html,,57f7cab1f90a8310f062aaa5
裤装,短裤,黑色,正常,薄,正常,短裤,50895,http://item.yohobuy.com/product/pro_309525_398559/THKuZiMSP270493.html,,57f7cab4f90a8310f062aaac
裤装,短裤,白色,,,,,50669,http://item.yohobuy.com/product/pro_465610_584208/FNTYNiuZaiDuanKuFN1612003.html,,57f7cab6f90a8310f062aab6
裤装,短裤,,正常,中,正常,短裤,50753,http://item.yohobuy.com/product/pro_499582_624448/FROMATWOGA2GNanZheZhouDuanKu16SSPT643MI.html,,57f7cab6f90a8310f062aab4
裤装,休闲裤,黑色,正常,薄,宽松,9分裤,50671,http://item.yohobuy.com/product/pro_498320_622998/JASONWOODNanXiuXianKu261118214HeiSe.html,哈伦裤,57f7cab6f90a8310f062aaba
裤装,短裤,黑色,正常,中,正常,短裤,50791,http://item.yohobuy.com/product/pro_442558_557102/ELEVENPARISDuanKu16S1SO23.html,,57f7cab7f90a8310f062aabd
裤装,短裤,黑色,正常,薄,正常,短裤,51229,http://item.yohobuy.com/product/pro_439846_554200/UTOUCHUT16SSDK07HeiSeZhenZhiWuFenDuanKu.html,,57f7cabaf90a8310f062aac1
裤装,牛仔裤,蓝色,正常,中,正常,长裤,50599,http://item.yohobuy.com/product/pro_251233_327487/DuQiYanNAVEL15ZKCK028NiuZaiTiaoWenSanTuiKuLanSe.html,窄脚裤,57f7cabbf90a8310f062aac6
裤装,短裤,黑色,正常,薄,正常,短裤,50823,http://item.yohobuy.com/product/pro_494184_618530/MIRACLEKILL2016XiaJiXinKuanManBanMKGeTeZiMuAnHeiChaoPaiYunDongDuanKuMK210810SP73.html,,57f7cabcf90a8310f062aac8
裤装,休闲裤,黄色,正常,中,正常,长裤,50823,http://item.yohobuy.com/product/pro_449582_565714/STUSSYChangKu116270.html,束口裤,57f7cabdf90a8310f062aaca
裤装,短裤,,正常,薄,正常,短裤,51043,http://item.yohobuy.com/product/pro_446250_561848/IZZUENiuZaiKuIZXJNN6511U66.html,,57f7cabdf90a8310f062aacd
裤装,牛仔裤,黑色,正常,中,修身,长裤,50589,http://item.yohobuy.com/product/pro_241241_316177/GENANXNiuZaiKuP1011HeiSe.html,,57f7cac1f90a8310f062aad7
裤装,短裤,,正常,薄,正常,短裤,50345,http://item.yohobuy.com/product/pro_427261_540927/SANGELOCDDuanKuHCD12101U199.html,,57f7cac1f90a8310f062aad6
裤装,休闲裤,黑色,正常,薄,正常,7分裤,50251,http://item.yohobuy.com/product/pro_494878_619300/DEFDuanDaiQiFenKuDEF2016SS3P06.html,,57f7cac5f90a8310f062aae2
裤装,短裤,黑色,正常,薄,正常,短裤,50463,http://item.yohobuy.com/product/pro_374857_477771/LIFEAFTERLIFEXiuXianDuanKuLALA602SR154.html,,57f7cac5f90a8310f062aae0
裤装,短裤,蓝色,正常,薄,正常,短裤,50613,http://item.yohobuy.com/product/pro_352009_450009/FLYDDuanKuFLYDA602SR38BLX.html,沙滩裤,57f7cac6f90a8310f062aae4
裤装,牛仔裤,蓝色,正常,中,正常,9分裤,50575,http://item.yohobuy.com/product/pro_363853_463067/KORAKUBLUEZhenZhiXiuShenJiuFenDanNingNiuZaiKuG63B.html,,57f7cac6f90a8310f062aae3
裤装,牛仔裤,蓝色,正常,薄,正常,长裤,50547,http://item.yohobuy.com/product/pro_494192_618538/MIRACLEKILL2016XinKuanSiWangDanNingShouGongXiShuiZuoJiuPoHuaiZiRanMaoXuNiuZaiKuMK210810D74.html,,57f7cac9f90a8310f062aaec
裤装,短裤,蓝色,正常,薄,正常,短裤,50651,http://item.yohobuy.com/product/pro_365507_464829/EVISU1ESHTM6DS106XXNanShiNiuZaiDuanKu.html,,57f7cac6f90a8310f062aae6
裤装,休闲裤,黑色,正常,中,正常,长裤,50155,http://item.yohobuy.com/product/pro_442550_557090/ELEVENPARISXiuXianKu16S1PA15.html,束口裤,57f7cac8f90a8310f062aae8
裤装,休闲裤,棕色,正常,中,正常,9分裤,50177,http://item.yohobuy.com/product/pro_374777_477569/LIFEAFTERLIFEXiuXianJiuFenKuLALA6029P125.html,,57f7cac9f90a8310f062aaed
裤装,休闲裤,棕色,正常,薄,宽松,长裤,50207,http://item.yohobuy.com/product/pro_456416_573760/2NDWITNESSKuZi2ND05.html,窄脚裤,57f7cacaf90a8310f062aaef
裤装,短裤,,正常,薄,正常,短裤,50217,http://item.yohobuy.com/product/pro_486518_609250/SOUTHFINESSSF1615SHORTS.html,工装短裤,57f7cacbf90a8310f062aaf0
裤装,休闲裤,黑色,正常,中,正常,长裤,50061,http://item.yohobuy.com/product/pro_434133_548249/ROARINGWILDINCLINECARGOCPTHeiXieWenGongZhuangChangKu161028.html,,57f7caccf90a8310f062aaf3
裤装,休闲裤,黑色,正常,中,正常,长裤,50327,http://item.yohobuy.com/product/pro_467264_586138/DIAMONDSUPPLYCOXiuXianKuD14DBA02HeiSe.html,,57f7caccf90a8310f062aaf2
裤装,短裤,绿色,正常,薄,正常,短裤,50387,http://item.yohobuy.com/product/pro_446660_562378/ENSHADOWERYinBiZhe15LvBoDianMiCaiDuanKu.html,,57f7caccf90a8310f062aaf4
裤装,短裤,蓝色,正常,薄,正常,短裤,50095,http://item.yohobuy.com/product/pro_490560_613728/BLASPHEMYGeXingDuanKuHK004.html,,57f7cacdf90a8310f062aaf7
裤装,短裤,黑色,正常,薄,宽松,短裤,50125,http://item.yohobuy.com/product/pro_374839_477727/LIFEAFTERLIFEXiuXianDuanKuLALA602SR144.html,,57f7cad0f90a8310f062aafd
裤装,短裤,蓝色,正常,薄,正常,短裤,50307,http://item.yohobuy.com/product/pro_458368_575930/KADAKADANiuZaiMaoQuanDuanKuBV16SS02.html,,57f7cad2f90a8310f062ab03
裤装,休闲裤,黑色,正常,中,修身,长裤,50237,http://item.yohobuy.com/product/pro_378287_482559/TEENTEAMGuaiGuaiZhaiJiaoKuHeiSeTP16F015.html,窄脚裤,57f7cad1f90a8310f062ab02
裤装,短裤,,正常,中,正常,短裤,50307,http://item.yohobuy.com/product/pro_449184_565052/STROLLERDuanKuSRBT16036W.html,工装短裤,57f7cad3f90a8310f062ab06
裤装,牛仔裤,黑色,正常,中,正常,9分裤,50067,http://item.yohobuy.com/product/pro_362497_461563/GENANXNiuZaiKuP1241.html,,57f7cad3f90a8310f062ab08
裤装,休闲裤,黑色,正常,中,束脚,长裤,49879,http://item.yohobuy.com/product/pro_359745_458667/TOPPORTZhenZhiChangKuT6130A01.html,束口裤,57f7cad5f90a8310f062ab0c
裤装,短裤,棕色,正常,中,正常,短裤,50103,http://item.yohobuy.com/product/pro_370243_471923/VISIBLEXiuXianDuanKuVSBA602SR19KAX.html,工装短裤,57f7cad6f90a8310f062ab0f
裤装,短裤,彩色,,,,,49909,http://item.yohobuy.com/product/pro_417935_529579/FNTYFN1612001KuZi.html,,57f7cad7f90a8310f062ab14
裤装,短裤,,正常,薄,正常,短裤,49937,http://item.yohobuy.com/product/pro_451366_567608/GuiXiHuWenGuiTouXiuHuaSeDuanKu6B051888.html,工装短裤,57f7cadaf90a8310f062ab19
裤装,休闲裤,蓝色,正常,薄,修身,长裤,49773,http://item.yohobuy.com/product/pro_378289_482561/TEENTEAMGuaiGuaiZhaiJiaoKuShenLanTP16F014.html,窄脚裤,57f7cadff90a8310f062ab24
裤装,短裤,黑色,正常,中,正常,短裤,49627,http://item.yohobuy.com/product/pro_424313_537155/COOLALPACAKuNiMa3MFanGuangBiaoDuanKuCA1606001.html,工装短裤,57f7cadef90a8310f062ab21
裤装,短裤,蓝色,,,,,49577,http://item.yohobuy.com/product/pro_372205_474381/INTOTHERAINBOWNiuZaiDuanKuITRA602JS77.html,,57f7cae0f90a8310f062ab27
裤装,短裤,,正常,薄,宽松,短裤,49801,http://item.yohobuy.com/product/pro_477820_598786/HIPANDANanXingXing72ZhenZhiDuanKu0161801606HeiSe.html,沙滩裤,57f7cadff90a8310f062ab23
裤装,短裤,蓝色,正常,薄,正常,短裤,49571,http://item.yohobuy.com/product/pro_467350_586226/SURFCUZNanShiShaTanDuanKuSCBS14D01.html,沙滩裤,57f7cae1f90a8310f062ab2a
裤装,短裤,蓝色,正常,薄,正常,短裤,49073,http://item.yohobuy.com/product/pro_371251_473045/PREPPYELITEXiuXianDuanKuPEA602SR60.html,沙滩裤,57f7cae3f90a8310f062ab30
裤装,休闲裤,棕色,正常,中,束脚,长裤,49629,http://item.yohobuy.com/product/pro_462938_581050/KISSFUNKHYPERBASICLuoWenShuJiaoJOGGERPANTSKaQiSeKuanKF16SSHB0065.html,束口裤,57f7cae5f90a8310f062ab39
裤装,短裤,绿色,正常,薄,正常,短裤,49629,http://item.yohobuy.com/product/pro_372517_474949/MYGESMARTMSA602SR69XiuXianDuanKu.html,工装短裤,57f7cae4f90a8310f062ab36
裤装,短裤,,正常,薄,正常,短裤,49497,http://item.yohobuy.com/product/pro_446304_561920/CHOCOOLATEDuanKuB1XSPC5000X66.html,,57f7cae5f90a8310f062ab3a
裤装,休闲裤,黑色,正常,中,正常,长裤,49545,http://item.yohobuy.com/product/pro_378647_483065/ENERGYSUPPLYXiuXianChangKuESA602PT60.html,束口裤,57f7cae6f90a8310f062ab3c
裤装,休闲裤,蓝色,正常,中,正常,长裤,49239,http://item.yohobuy.com/product/pro_370215_471895/VISIBLEXiuXianChangKuVSBA602PT10NAX.html,工装裤,57f7cae6f90a8310f062ab3b
裤装,休闲裤,白色,正常,薄,正常,短裤,49861,http://item.yohobuy.com/product/pro_414407_525651/COKEINYuanChuangSheJiRiXiFuGuNanMianMaBeiDaiKuTouQiBaiDaNanXiuXianDuanKuNanKuZiKQ15.html,背带裤,57f7cae7f90a8310f062ab41
裤装,牛仔裤,黑色,正常,薄,修身,长裤,49341,http://item.yohobuy.com/product/pro_458222_575776/2NDWITNESSHeiSeNiuZaiKu2ND14.html,窄脚裤,57f7cae7f90a8310f062ab40
裤装,短裤,棕色,正常,薄,正常,短裤,49389,http://item.yohobuy.com/product/pro_482848_605122/LIGHTNINGBEAR1620611046KaQiPinJieDuanKu.html,,57f7caebf90a8310f062ab4c
裤装,短裤,黑色,正常,中,正常,短裤,49241,http://item.yohobuy.com/product/pro_374851_477753/LIFEAFTERLIFEXiuXianDuanKuLALA602SR150.html,工装短裤,57f7caedf90a8310f062ab4f
裤装,牛仔裤,蓝色,正常,中,修身,长裤,49189,http://item.yohobuy.com/product/pro_437385_551609/TOPMANSTRETCHSLIMDianLanSePoDongNanShiNiuZaiKu69C08LIND.html,窄脚裤,57f7caebf90a8310f062ab4b
裤装,休闲裤,灰色,正常,薄,正常,长裤,48951,http://item.yohobuy.com/product/pro_372499_474919/MYGESMARTMSA602PT54XiuXianChangKu.html,束口裤,57f7caeff90a8310f062ab54
裤装,休闲裤,黄色,正常,薄,正常,长裤,48951,http://item.yohobuy.com/product/pro_372493_474911/MYGESMARTMSA602PT50XiuXianChangKu.html,,57f7caeff90a8310f062ab51
裤装,短裤,,正常,薄,宽松,短裤,48883,http://item.yohobuy.com/product/pro_429427_543251/PHIREWIREPWSHORTSA2PA008BLACK.html,沙滩裤,57f7caf4f90a8310f062ab5b
裤装,短裤,,正常,薄,正常,短裤,48851,http://item.yohobuy.com/product/pro_231461_304583/STROLLERDuanKuLvSeSRBT15001.html,,57f7caf5f90a8310f062ab5f
裤装,休闲裤,黑色,正常,中,正常,长裤,49153,http://item.yohobuy.com/product/pro_469358_588428/HOODBYAIRChangKuHMCA034S160020401020.html,,57f7caf6f90a8310f062ab60
裤装,短裤,,正常,中,宽松,短裤,49153,http://item.yohobuy.com/product/pro_231601_304795/HOODBYAIRMESHNYLONMOMASHORTF15M3103BLACK.html,,57f7caf6f90a8310f062ab61
裤装,休闲裤,黑色,正常,中,正常,长裤,48783,http://item.yohobuy.com/product/pro_466132_584770/DANGEROUSPEOPLEHeiSeXiuBiaoLOGOQuanMianYunDongXiuXianChangKu1600027.html,,57f7caf7f90a8310f062ab62
裤装,牛仔裤,蓝色,正常,中,正常,长裤,48891,http://item.yohobuy.com/product/pro_425787_539249/RESHAKENiuZaiZhongKuLei3162696001045.html,,57f7caf7f90a8310f062ab63
裤装,短裤,灰色,正常,中,正常,短裤,48571,http://item.yohobuy.com/product/pro_455268_572458/EIGHTGUYSXiuXianDuanKuEGMVSR21.html,,57f7cafaf90a8310f062ab6a
裤装,短裤,黑色,正常,薄,正常,短裤,48755,http://item.yohobuy.com/product/pro_371271_473079/PREPPYELITEXiuXianDuanKuPEA602SR71.html,沙滩裤,57f7cafaf90a8310f062ab69
裤装,休闲裤,彩色,正常,薄,宽松,中裤,48677,http://item.yohobuy.com/product/pro_402815_511297/KuZi(LianShenKu).html,,57f7cafbf90a8310f062ab6e
裤装,短裤,棕色,正常,中,正常,短裤,48699,http://item.yohobuy.com/product/pro_178077_241783/THETHING15212101T4NanDuanKuGongZhuangKaQiDuanKuH1KaQi.html,,57f7cafcf90a8310f062ab74
裤装,短裤,黑色,正常,中,正常,短裤,48725,http://item.yohobuy.com/product/pro_441298_555688/SUBCREWBanShenQunSCPTSS16001M.html,工装短裤,57f7cafbf90a8310f062ab70
裤装,短裤,蓝色,正常,中,正常,短裤,48663,http://item.yohobuy.com/product/pro_447026_562754/RANDOMEVENTCangLanSeGongZhuangDuanKu16SSV21520.html,工装短裤,57f7cafff90a8310f062ab7c
